.pred,id
68.44228544295977,7
21.255487132430275,8
37.636660031092504,11
32.24612087175183,13
30.052322206431985,16
34.985287493339406,17
30.475263192046178,20
24.39281359115825,21
28.84690350500778,24
19.246669046865257,28
26.342289303673653,38
21.756981339706947,42
18.78515116554366,55
31.13129020103323,59
36.635366212249,60
23.638570869423845,66
20.88208255453696,70
57.50556543696708,73
41.847981526848756,75
22.057778211314634,84
58.442636716955285,87
46.974533165147044,90
75.76949170401576,94
59.70794526274217,101
27.80987205272732,108
26.054762476383473,117
76.08204861938604,119
32.17295804132971,120
25.75642588160605,123
17.36987668987925,124
45.61708522645989,126
25.159966223126407,128
39.87026210639152,129
34.897537146639436,132
33.22393900975221,144
46.97539316841751,149
19.768289436148294,151
27.909366278609497,154
27.11755221356428,155
29.7944901010908,160
48.09515267953971,161
23.26010310617232,166
43.84654187673253,168
34.490942139379236,169
72.32170908317,172
33.662383228782645,173
17.258485788653655,188
43.92421660930559,199
44.241658002373796,201
35.98637738062772,206
28.978897906267555,210
24.331023154198817,211
51.87380483476035,213
30.975044365415904,216
17.102576340112556,218
33.653112315230445,223
30.648326292140755,226
41.54648081093875,227
26.606699829961713,232
60.40244225428761,233
78.07188917521367,236
47.04216386105221,240
26.124335287366097,255
26.127683730102014,264
60.67761803744587,267
57.27083666554486,268
63.910284492317516,273
53.67069437581766,276
34.74228306661097,278
55.47886046738118,279
40.997495954199735,280
45.3770495466201,285
36.06526815923485,298
16.675565536820454,300
27.09576523694851,303
36.89943211491064,309
31.64979261707061,311
24.738730900393442,313
13.488509584846145,315
33.967393225845825,319
15.486020345646654,322
14.774984394249016,325
35.48759455977653,330
35.16315114259859,332
22.580341036040114,333
26.789901691179058,336
27.448809077370797,341
50.833549347786985,342
37.40272783555501,343
49.68478591605204,346
15.23693864535192,349
36.65111364863115,356
22.500708916144028,365
17.373742386188336,382
22.751748429742374,387
38.66723294493896,391
38.11996263407218,392
43.69486453755272,403
61.89678896588465,404
30.8374481549223,406
28.185417892753136,407
31.097994226192746,408
27.741328271065022,416
32.01430792471688,419
53.497400851086795,423
25.093070561939168,427
27.184087113265704,428
20.108202749532268,432
17.923594707341415,434
22.41204384232839,436
14.277296130207628,439
37.8571939722054,440
39.560694642822284,448
30.666994235646158,459
16.04397129141995,460
19.268908588223,461
27.53245344613827,466
15.360894815740757,467
36.04725232579883,470
11.07713308649772,472
18.689708656801493,483
58.34450741471286,487
15.107039535074858,488
27.91587540902836,491
21.620526332117286,493
47.8021847271931,495
40.245286072143,501
21.166074856048148,503
38.82970769977314,514
29.433220325625907,518
20.62529278925799,520
64.73730976049436,526
23.676506725397488,527
25.057006457109544,530
37.30760567860693,532
23.784652269041157,546
33.531549573804455,550
45.107464304714014,554
15.157292411903153,555
19.6746507939258,557
23.234621197134537,558
24.1824801563378,559
36.9680392300041,561
67.44768882016652,562
32.20615840449593,567
20.20220205634856,569
7.8428748376618085,571
25.582904701426024,578
33.11372244579369,581
22.270386496027704,590
26.255360616951066,591
25.503776674318928,593
48.64332050405032,595
18.841277489430347,600
48.39253231568625,603
22.977449329580374,604
9.285867789881594,616
42.821188493985446,619
19.701716572632847,620
24.84304712874798,624
16.376706951099035,630
39.18509892112634,632
35.61115719257413,637
30.244428029263986,639
34.74077386679126,640
20.891491964477083,641
58.42346862043327,646
18.019034001221836,651
31.86773679625734,666
33.366823994836366,676
22.668432001044728,683
57.44962197454082,686
15.083999693011027,693
16.048512972725895,694
20.441617637653827,695
45.85371780339734,702
17.811396663383896,704
39.23276339602911,711
23.285579259885697,715
21.05299620231706,722
19.437350480099244,724
32.05329551156866,730
48.37816890770413,731
47.086715494196,735
35.753506512373875,736
18.234062529364973,742
35.490209004949904,745
34.321274737928036,750
31.880026516362555,752
20.438951353413728,756
32.95662478208021,757
49.36166612143643,759
18.96765257125841,763
44.35245993466698,766
23.02780025316062,768
42.802818675804446,778
27.20190720993584,791
17.796996001019043,793
37.326516404254605,795
45.29327617688472,799
42.57475051147229,804
22.524196720579788,807
19.45225698871731,814
20.692736993679354,816
25.49567664777794,817
47.48538322190539,827
15.031454756709014,828
45.052142919476616,830
40.829401017992886,832
68.12057968397481,834
41.75131907604763,839
43.59557958475086,841
22.022013079902464,855
19.396814850767736,861
49.24567524215211,862
35.183470144232246,863
52.63797578058093,864
18.16051532919247,865
67.21755504631287,866
26.69818129369314,870
24.092054519480875,872
35.30959402022712,876
46.181692025409205,877
19.076294873383922,882
23.820040202364403,883
21.836071807485233,887
14.021576503866,890
37.12457258304578,893
18.81315632409429,895
53.60876309828221,899
29.37361014527761,906
45.22500934295808,907
44.54640431773073,911
33.19406349369825,914
21.25418514771377,917
16.36571685729927,920
15.118093104610947,922
21.40689632224155,923
55.867240634883345,934
43.718985579970365,937
33.19933421549676,947
37.238196166741176,949
60.068083132697566,951
22.583936031238302,953
36.70564816572661,954
21.833878157847266,957
54.133637682065114,961
61.925708403033546,962
38.884612268985435,974
21.65914341116458,977
35.028887028532644,979
21.457634452045376,980
22.671257599509914,983
55.119651556712434,986
25.317219968032276,990
50.66842149865975,992
9.2568247288447,998
20.843876488360838,1000
39.433569703846125,1002
55.08334074932294,1008
59.57458360614642,1009
43.21704575622669,1015
12.70602329994681,1018
65.07951181692756,1021
16.767357928739532,1024
25.184285853435064,1032
27.958665751862473,1041
18.337574717552318,1044
15.72113953754571,1045
42.3957743700416,1046
29.152022224824417,1054
54.938050159315246,1055
28.018850948018272,1057
30.88510488127733,1058
57.312749012761884,1061
53.674202567168784,1068
40.0400970582143,1070
32.36484560107876,1071
17.64435783810563,1076
16.196270522538192,1085
45.32912913583944,1088
26.48861119027397,1090
44.86134054708731,1091
19.477241566397552,1093
52.81726088630072,1095
17.62418515701038,1097
16.004793607421746,1099
30.94720597185891,1106
34.58439401169245,1107
19.56874110913128,1108
40.6196127358581,1109
35.74926456837469,1111
39.76745839229997,1118
18.631358192987047,1125
19.14429884272541,1129
36.822478099808464,1131
22.668589600232416,1134
50.564583739718145,1135
19.301417965841907,1142
28.865850488710645,1143
22.9380065057265,1149
9.864955876739906,1152
17.057888023295916,1153
15.552600527313045,1162
45.54215331289916,1169
47.87662033419221,1173
28.645122289434855,1174
42.501632096948285,1175
30.247752129722407,1177
22.819704287257984,1178
30.91138092228617,1181
43.62965636098662,1186
20.5035875094323,1187
26.615169327964175,1189
18.831281283757484,1207
18.100589507550705,1208
51.76407262308242,1209
55.103404119560615,1214
50.602383627607885,1222
22.378259151335282,1223
14.453879398913983,1226
31.817872536215567,1227
19.27050188865274,1234
47.74958837270236,1235
18.259119236487585,1239
62.50435719176558,1250
50.81573418054491,1254
17.63767532828785,1255
68.755779572403,1257
28.537220653893108,1261
35.15207083056035,1264
18.631095321612307,1265
23.324296145109052,1267
22.206236211139746,1271
15.342675632875606,1272
55.41481369573409,1273
48.85417688229791,1276
63.73245114802437,1279
27.317731788148784,1282
51.66820480258147,1283
56.77834842008451,1284
48.73221848918133,1294
15.785218683808747,1301
16.49276416304201,1304
17.711836332146312,1305
19.714194887942803,1307
28.479849725690578,1318
20.58349634017134,1321
17.45586847485655,1324
14.387740208113954,1328
19.479327013594613,1329
52.34022502313603,1335
29.113330185280333,1338
30.81476686058144,1339
20.31401427000314,1346
37.50565374905054,1347
25.83311868102472,1352
39.20966727674464,1361
18.787270551391217,1362
21.129707736997972,1365
21.29875567301436,1366
33.71077839626014,1368
40.024289605224986,1370
22.094186090435578,1373
27.936630174529004,1375
12.84781855990322,1390
37.27322026860885,1391
44.7326718403378,1394
26.745762344276947,1395
25.326602720525067,1397
45.14584258745477,1399
12.858966259888824,1400
48.408903941982985,1402
66.37398197916126,1408
74.7230764666734,1410
20.262019244227027,1411
26.75378417048895,1413
24.991498683821405,1415
32.60159447419431,1419
40.70693407021271,1420
35.40991652303585,1423
23.77619555735905,1425
24.091902847115335,1430
26.104873102910084,1431
35.654486277876785,1433
16.992147255415357,1435
19.93616052378135,1442
22.23208681471058,1445
34.36795500309833,1446
17.004364601172732,1450
49.598941502241786,1459
19.847964356174977,1464
23.121202035155996,1465
43.32896792927616,1467
41.35900951021041,1476
12.811523168114135,1485
45.18154989188298,1490
31.30085814657125,1492
11.362947740425614,1493
19.22620363246846,1495
37.50578081001393,1507
65.17122999503299,1510
36.31658622115557,1511
27.222009338024087,1513
44.48852455041875,1528
74.22620199666727,1534
45.044329878372025,1535
9.765651626741729,1536
27.989292367976276,1537
60.60556932372633,1547
25.191568741220337,1561
25.897485848333005,1562
46.98820827512593,1564
18.0431781632917,1567
17.671074569182117,1572
30.83908383076884,1577
33.411372923318766,1579
47.16069309386337,1580
28.634921201186156,1584
30.96779351005444,1586
22.42740803545876,1589
59.976371917214955,1591
38.54954014600382,1595
56.90358088247028,1600
44.76444147555984,1604
44.535154028562815,1605
21.121130460029082,1607
39.41367221032941,1612
31.73287303188129,1616
27.01618152357659,1623
14.749272387924677,1624
43.05452758283954,1627
40.21542280757338,1629
19.383993786479984,1643
22.011190565456708,1649
63.398571175217555,1650
27.499175696282286,1655
16.597538518630806,1662
49.349635199449395,1663
30.784512515889027,1668
45.239087948456955,1669
21.09796817881932,1675
31.080182755938104,1677
24.15677289393289,1679
35.55084264616387,1685
24.849342562712195,1689
27.218947603229065,1696
47.57174484420209,1698
19.32003507699723,1708
24.291648372093267,1710
55.83783380304112,1711
51.220418270768945,1714
52.934371953233054,1717
32.604957238344255,1719
37.55750280728475,1726
22.930323108114457,1727
19.00780434898404,1739
29.525126619648745,1740
28.201963986059233,1754
63.59700053359989,1757
24.353476581296484,1759
19.417560170533704,1771
31.91314586222191,1773
20.046561645125706,1774
29.201046830149977,1776
36.621297225353864,1778
26.368064491670054,1782
19.51285617488525,1788
26.28640873205806,1794
19.67412581791701,1798
48.57770559239021,1802
31.54546326854953,1809
22.8688843051254,1815
22.38520326059059,1816
28.18180127775367,1819
22.78287320576601,1824
22.448973262013652,1825
24.393603862116244,1826
39.562521082747175,1827
64.57221443034331,1831
71.3523183406402,1833
21.94606153163556,1842
38.33510934802808,1845
15.490546658315147,1846
61.987269967257575,1852
63.75790708066276,1855
22.814012906577993,1862
47.42075359872874,1876
25.25272141993357,1879
12.8163051285349,1880
24.69413976784386,1886
26.816948768018968,1888
63.07728895125105,1896
16.23099033575077,1908
32.39535457288673,1909
20.613645312730675,1913
40.11296992641282,1916
28.997635343708083,1923
58.75814992144288,1927
17.779334525270308,1945
39.56924826947249,1959
18.526822393841513,1962
24.777909119115925,1963
20.14914080052726,1964
15.480488908548796,1969
27.297283272038314,1977
35.22858236227412,1978
21.309964144636687,1980
24.1555051942944,1987
34.858008016685766,1988
40.01229944578154,1998
32.19257328737041,2004
23.757109624951987,2005
29.510845502085072,2007
52.65634155823602,2010
16.599184788426584,2017
40.77524788334873,2027
25.753328735112493,2033
19.729393447819167,2034
32.57444510811731,2036
13.597153693967284,2037
36.05802698936306,2042
20.392392813131366,2046
25.62437225320177,2048
37.335644539126314,2054
59.8241312956976,2055
28.334031250035533,2056
17.669467486773957,2059
22.614738967573828,2061
31.49528953268954,2062
43.91655108071925,2066
28.32314300973927,2070
19.312674163792913,2083
35.438562412525656,2084
35.72243744244432,2086
