id,percent_dem
7,69.01082611083984
8,22.338550567626953
11,38.6125602722168
13,33.24512481689453
16,30.559459686279297
17,37.01569747924805
20,29.390684127807617
21,22.97295379638672
24,31.02912712097168
28,19.327314376831055
38,27.042089462280273
42,23.626798629760742
55,19.26651382446289
59,31.516502380371094
60,36.26313018798828
66,21.431636810302734
70,18.481355667114258
73,58.26615524291992
75,39.777957916259766
84,23.210317611694336
87,60.219322204589844
90,47.27699661254883
94,73.80293273925781
101,57.19962692260742
108,28.172849655151367
117,25.977685928344727
119,75.08638763427734
120,32.23194885253906
123,25.87023162841797
124,18.96590805053711
126,42.52164077758789
128,25.86939239501953
129,40.30778503417969
132,38.217655181884766
144,31.348108291625977
149,44.7608757019043
151,22.400177001953125
154,26.53721046447754
155,26.901615142822266
160,29.69797706604004
161,47.908782958984375
166,23.511489868164062
168,43.503028869628906
169,34.25907897949219
172,71.50413513183594
173,34.59989547729492
188,18.21059226989746
199,43.27256774902344
201,45.314056396484375
206,34.21057891845703
210,30.319528579711914
211,24.67880630493164
213,50.494384765625
216,29.71782112121582
218,20.353713989257812
223,30.019792556762695
226,32.2178840637207
227,42.41541290283203
232,27.302940368652344
233,60.55853271484375
236,77.16207122802734
240,46.94906997680664
255,25.276634216308594
264,28.022294998168945
267,59.02621078491211
268,55.096961975097656
273,62.02640914916992
276,53.407196044921875
278,36.97279357910156
279,54.934967041015625
280,42.2690315246582
285,45.526023864746094
298,35.4698486328125
300,18.019268035888672
303,28.07429313659668
309,39.233280181884766
311,33.555084228515625
313,26.18263816833496
315,14.548064231872559
319,33.471160888671875
322,16.371479034423828
325,16.472871780395508
330,33.81812286376953
332,34.041542053222656
333,23.306156158447266
336,27.641786575317383
341,27.406211853027344
342,45.89900207519531
343,37.28291702270508
346,48.543983459472656
349,14.575922966003418
356,37.72823715209961
365,25.29274559020996
382,18.766817092895508
387,22.73378562927246
391,37.78658676147461
392,38.22126007080078
403,43.111961364746094
404,61.37373733520508
406,30.149057388305664
407,26.80324935913086
408,31.60166358947754
416,27.137298583984375
419,31.999526977539062
423,51.72996520996094
427,25.202180862426758
428,26.50279998779297
432,19.121662139892578
434,19.703920364379883
436,22.882640838623047
439,15.993786811828613
440,35.3726692199707
448,37.75168228149414
459,30.965286254882812
460,17.943544387817383
461,18.96017074584961
466,24.9617977142334
467,17.555946350097656
470,36.866844177246094
472,10.81822681427002
483,19.942705154418945
487,54.94739532470703
488,14.050041198730469
491,28.693233489990234
493,21.168846130371094
495,44.984249114990234
501,41.13140869140625
503,20.836454391479492
514,39.95185089111328
518,31.540573120117188
520,21.488618850708008
526,64.498992919921875
527,23.49609375
530,23.006065368652344
532,38.178104400634766
546,23.497835159301758
550,33.763580322265625
554,46.328121185302734
555,16.706523895263672
557,19.525054931640625
558,24.422792434692383
559,22.813079833984375
561,36.38300323486328
562,67.16797637939453
567,32.94355392456055
569,19.903972625732422
571,7.323247909545898
578,25.99317741394043
581,33.46805953979492
590,23.70789337158203
591,29.690271377563477
593,24.654645919799805
595,50.41835021972656
600,19.99544334411621
603,48.95424270629883
604,22.65427589416504
616,9.235243797302246
619,43.09636688232422
620,21.05167007446289
624,26.792037963867188
630,16.9875545501709
632,38.141754150390625
637,33.676170349121094
639,29.548566818237305
640,35.91695022583008
641,21.403043746948242
646,54.6316032409668
651,19.12611961364746
666,31.314376831054688
676,34.34531784057617
683,23.73027992248535
686,57.16082763671875
693,13.840397834777832
694,16.091596603393555
695,22.132953643798828
702,45.01613998413086
704,17.86579132080078
711,39.241146087646484
715,20.862476348876953
722,19.977935791015625
724,19.31831169128418
730,32.325775146484375
731,45.743690490722656
735,44.86069869995117
736,36.24069595336914
742,17.92063331604004
745,34.55026626586914
750,31.895809173583984
752,33.12805938720703
756,21.998563766479492
757,32.16255569458008
759,49.896060943603516
763,20.03546714782715
766,42.608158111572266
768,23.240081787109375
778,42.71631622314453
791,26.53124237060547
793,17.726951599121094
795,34.83332061767578
799,47.57270431518555
804,40.8113899230957
807,23.553794860839844
814,18.33907699584961
816,21.61771583557129
817,26.86374855041504
827,48.2778205871582
828,16.28682518005371
830,45.210933685302734
832,42.088340759277344
834,66.08948516845703
839,40.636348724365234
841,43.146217346191406
855,22.60685920715332
861,19.90119743347168
862,51.00103759765625
863,35.532283782958984
864,50.7127799987793
865,17.883642196655273
866,67.28816986083984
870,29.386625289916992
872,24.174699783325195
876,32.88029861450195
877,44.72988510131836
882,19.173824310302734
883,23.742612838745117
887,23.995820999145508
890,11.967817306518555
893,35.837440490722656
895,20.327938079833984
899,51.080387115478516
906,28.89565658569336
907,44.52330780029297
911,47.20563507080078
914,32.618343353271484
917,21.318275451660156
920,16.46487045288086
922,15.787567138671875
923,22.643028259277344
934,54.727142333984375
937,42.21962356567383
947,34.14476013183594
949,38.95250701904297
951,60.05579376220703
953,21.400623321533203
954,37.560874938964844
957,22.310949325561523
961,60.308414459228516
962,60.53321838378906
974,36.81913757324219
977,22.87374496459961
979,36.403682708740234
980,23.30564308166504
983,23.261680603027344
986,54.56947326660156
990,26.626495361328125
992,47.513275146484375
998,9.50862979888916
1000,22.365812301635742
1002,38.78853225708008
1008,54.98082733154297
1009,57.67058181762695
1015,42.56557083129883
1018,15.18308162689209
1021,64.59556579589844
1024,19.734464645385742
1032,26.84296226501465
1041,27.93562126159668
1044,20.659217834472656
1045,15.524920463562012
1046,39.63853454589844
1054,29.908180236816406
1055,55.40160369873047
1057,30.80179214477539
1058,29.75477409362793
1061,56.412628173828125
1068,53.82966232299805
1070,37.59328079223633
1071,34.288272857666016
1076,17.119041442871094
1085,17.237411499023438
1088,44.19648361206055
1090,27.755348205566406
1091,45.44361114501953
